,,,0xa41ca342b334f797b65892a633e85aacc28c3d51,0x4e7ec473c944f50aa3b6a9f8824a9b9a66144058,,0,0,28712349993240197500,,,,,,,,,,
,,,0x2300ad1caadc21f6a87ec9ef7d07d387a2ca1617,0x8ff31e8876f00e7f981c0f204e9108e2681f4c65,,0,0,18606129394926719176,,,,,,,,,,
,,,0x80230e8c77d2665744c08f8d05b61000751a19bd,0x59556458b1562c1b363281fa44d5c7935ec7daa2,,0,0,4051942501793493692,,,,,,,,,,
,,,0xb42e1cc0c22d6f408713ccd7d9108fc103f0e3e9,0x1b6c3446253601a6ee0a4bea31ab9fde8170fee6,,0,0,7900220282237390547,,,,,,,,,,
,,,0x2394b9a0ef2c3f80fa6043b274e751feffffd1d5,0x35dc2b27ff55321d4e505ec55a3c628cdfad31d8,,0,0,78615242256288417034,,,,,,,,,,
,,,0x29196c3e1809067d1455b96f1deac4309db8cd45,0xaadadca1de6b496f047b14c3a8a0838dc4a0faec,,0,0,41140914470727174989,,,,,,,,,,
,,,0x9aacb941efd71785fa35a8c3777fda9393567f4c,0x68d5cc7324bc05fc5e704e9244ca3d9093afdc06,,0,0,65714299172831882545,,,,,,,,,,
,,,0xc9c0d422fa7422ceacaa3b30a8b78d276fdf9730,0x4777126dad91138e404d4e7e7d45cf11b7d1c8a9,,0,0,4259094087674923485,,,,,,,,,,
,,,0x959024a5235b643448fc759cdf679fa5a62f168a,0xb2230e83cc439b192834f27ece6f105accd70e96,,0,0,44739742731118634946,,,,,,,,,,
,,,0x266f54ff58bdc29eb9014deb1413c0f419c2f093,0xf073008a4ed67dd7dcee4117d4514ede1c2835f4,,0,0,49190040506358217926,,,,,,,,,,
,,,0x63bea98696e5f91857ab04ebdec5733f37cdacb0,0x3728090fa57e8cdbede0aad55525fbbd7e55ccfd,,0,0,54920932417292659687,,,,,,,,,,
,,,0xf368efdf73ce51b4b9698d5ef9f69e1381324064,0x181aa75deec0fff53b9fef8ba5f8c99332da8c56,,0,0,22862274066833551252,,,,,,,,,,
,,,0x1caae756f8f01358b1f167f69279a9cbea7fa2b0,0x1a43526c2f7917def13a0c81d9d7e3a061577947,,0,0,47412732248329289960,,,,,,,,,,
